posting_date,job_title,job_url,primary_skill,payment_status,rating_label,client_rating,rating_details,client_spent,spent_label,client_country,payment_type,experience_level,estimated_time_label,project_duration,job_description,skill_1_highlight,skill_1,skill_2,skill_3,proposals_label,proposal_count,skill_4,skill_5,skill_2_highlight,skill_3_highlight,skill_4_highlight,skill_5_highlight,highlight_color_1,highlight_color_2,skill_6,hourly_rate,extracted_skills
2 weeks ago,Dynamic Pricing Model,https://www.upwork.com/jobs/Dynamic-Pricing-Model_~021912888089024620796/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$1K+,spent,United States,Hourly,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are a home builder. I have pricing  on numerous projects. I want to build a dynamic pricing tool where I can plug in square footage, # of stories, tier level, etc and the tool gives me an estimated total cost and price per sq ft price based off the historical . Plus ecveyrtime we get another bid I want to include it so the model is living and improves with more",data,Financial Modeling,Forecasting,Microsoft Excel,Proposals:,20 to 50,,,data,data,,,,,,,"['Financial Modeling', 'Microsoft Excel', 'Forecasting']"
2 weeks ago,Virtual Assistanf,https://www.upwork.com/jobs/Virtual-Assistanf_~021913630892803463814/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.94 Stars, based on 6 feedbacks",$5K+,spent,United States,Hourly,Intermediate,Est. time:,"3 to 6 months, Less than 30 hrs/week",I’m looking for someone to send out mass emails using a program similar to mail chimp. And to extract email addresses. I want to get people to click the link in my email blasts and subscribe to my website or purchase goods.,,Social Media Marketing,Virtual Assistance,Administrative Support,Proposals:,Less than 5,Communications,,,,,,Data Entry,,,,"['Social Media Marketing', 'Communications', 'Administrative Support', 'Virtual Assistance']"
last month,Extraction and Power BI Dashboard Development from Trimble Spectrum,https://www.upwork.com/jobs/span-class-highlight-Data-span-Extraction-and-Power-Dashboard-Development-from-Trimble-Spectrum_~021904530082538060451/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $25.00 - $60.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking a skilled professional to extract  from Trimble's Spectrum accounting software and create a dynamic Power BI dashboard for our project reports. The ideal candidate will have experience with  extraction techniques and a strong understanding of Power BI's visualization capabilities. Your role will involve analyzing the extracted , designing a user-friendly dashboard, and ensuring that the  is accurately represented. If you have a passion for  visualization and can turn complex  into insightful reports, we want to hear from you!

**Relevant Skills:**
-  extraction from Trimble Spectrum
- Power BI dashboard development
-  analysis and interpretation
- Strong attention to detail
- Visualization best practices",data,Microsoft Power BI,Microsoft Excel,,Proposals:,20 to 50,,,data,data,data,data,Data Analysis,Data Visualization,,42.5,"['Data', 'Microsoft Power BI', 'Microsoft Excel']"
2 weeks ago,Infill & Vacant Land Prospecting System,https://www.upwork.com/jobs/Infill-Vacant-Land-Prospecting-System_~021913612771168694597/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 12 feedbacks",$10K+,spent,United States,Hourly: $50.00 - $80.00,Expert,Est. time:,"Less than 1 month, Less than 30 hrs/week","Description:
I’m looking for a highly experienced real estate systems expert to help design and implement a comprehensive prospecting system for vacant land and single-family properties with acreage in Southern Idaho.

What I’m Looking For:
I want someone who knows this space inside and out and can advise, build, and implement a highly efficient prospecting system from scratch. This includes:

Deliverables:
✅ Tech Stack Overview – Best tools for:

Lead sourcing

 scraping & enrichment

Property mapping

CRM integration

✅ CRM Setup & Workflow – Recommend and set up the best CRM or Spreadsheet

 import

Custom property & owner fields

Automations and tagging

✅ Lead Generation & Management System

How to source and scrape high-quality leads (e.g., from county records, zoning maps, GIS, etc.)

How to organize and map properties

Where and how to track deal pipeline

✅ Outreach Channel Strategy

Recommended channels (mail, cold call, SMS, email, etc.)

Suggested cadence/follow-up system within the CRM

Ideal Candidate:
Proven experience building similar systems for real estate investors or land acquisition teams

Strong understanding of U.S. land/real estate  sources, tools, and best practices

Bonus if you’ve worked with Idaho or the Mountain West region

Ability to provide documentation or SOPs for future internal use

Compensation:
I'm looking for the right person who can build it once and build it right. Please be prepared to provide a resume and or references to prove you have the systems experience I am looking for.",Data,Real Estate,Lead Generation Analysis,Lead Generation,Proposals:,Less than 5,,,Data,data,,,Data Entry,,,65.0,"['Real Estate', 'Lead Generation Analysis', 'Lead Generation']"
5 weeks ago,AI Automation Expert Needed for Innovative Project,https://www.upwork.com/jobs/Automation-Expert-Needed-for-Innovative-Project_~021906184283748838255/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.99 Stars, based on 18 feedbacks",$20K+,spent,United States,Hourly: $30.00 - $60.00,Expert,Est. time:,"1 to 3 months, 30+ hrs/week","Freelance Opportunity for AI Automation Specialist
We are seeking an experienced AI Automation Expert to join our dynamic team for an exciting AI project. The ideal candidate will possess the skills and expertise needed to automate repetitive processes, create voice agents, and work with various AI platforms to ensure seamless operations.

Responsibilities
•	Automate repetitive tasks between desktop and browser-based applications to increase efficiency and productivity.
•      Proven experience in automating processes using UI Path, Power Automate, and other similar tools to enhance efficiency and productivity.
•	Develop and automate the creation of voice agents using Vapi.ai, integrated with Go High Level through webhooks.
•	Collaborate with other AI platforms to ensure smooth and effective processes, enabling our team to deliver proficient and high-quality outputs.
Requirements
•	Proven experience in automating processes across desktop and web applications.
•	Strong expertise in creating and managing voice agents using Vapi.ai.
•	Proficiency in integrating AI solutions with Go High Level via webhooks.
•	Ability to work with multiple AI platforms and ensure their harmonious operation.
•	Excellent problem-solving skills and attention to detail.
•	Strong communication and collaboration abilities.

If you are an AI Automation Expert with a passion for innovation and efficiency, we would love to hear from you! Please apply with your resume and a brief description of your relevant experience.
We look forward to collaborating with you on this cutting-edge project!",,API Integration,Business Process Automation,Robotic Process Automation,Proposals:,10 to 15,,,,,,,Data Extraction,,+4,45.0,"['API Integration', '+4', 'Robotic Process Automation', 'Business Process Automation']"
last month,Operations Coordinator (OC),https://www.upwork.com/jobs/Operations-Coordinator_~021905598728280999496/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.98 Stars, based on 30 feedbacks",$60K+,spent,United States,Hourly: $25.00 - $35.00,Intermediate,Est. time:,"More than 6 months, Less than 30 hrs/week","Location: Remote 
Hours: Estimated 15 - 20 hours per week, (1-5 M-Th) as a starting point

About the Role:

We are seeking a detail-oriented and organized Operations Coordinator (OC) to assist with various operational and audit-support activities. This role is ideal for someone who is a self-starter, highly efficient, proactive, attention to details, organized, comfortable handling client interactions, scheduling,  maintenance and tech savvy.
Key Responsibilities:
•	Scheduling (1-2 hrs/week) – Assist in setting up audit schedules.
•	Client Follow-up (6-10 hrs/week) – Manage email notifications and follow up on audit-related matters.
•	Objective Evidence Upload (2-3 hrs/week) – Ensure proper documentation is uploaded to relevant platforms.
•	Login Support (1-2 hrs/week) – Assist auditors and clients with login-related issues.
•	Database Cleanup (Varies) – Maintain and update contact details (telephone, email, address, etc.).
•	Auditor Assignments (1 hr/week) – Support auditor scheduling and task allocation.
•	Internal Audits & Miscellaneous Tasks (2-3 hrs/week) – Assist with internal audits and additional administrative tasks as needed.
Ideal Candidate:
•	Experience in administrative or audit support roles is a plus.
•	Strong communication skills, especially in handling client interactions.
•	Proficiency in email management, scheduling tools, and database maintenance.
•	Attention to detail and ability to manage multiple tasks efficiently.
•	Comfortable working independently with minimal supervision.

Requirements: 
•	Highly efficient in Microsoft Office Excel, Word, Teams, Outlook, O365 applications and systems (External)
•	Experience with web-based database applications i.e. QuickBase (or similar)
•	Customer Service experience is a plus
•	Military Service experience is a plus
•	6+ years of industry experience

About ISOP
ISOP Solutions Inc. is a leader in ISO certification solutions, providing organizations with structured pathways to achieving and maintaining compliance with international standards. Our Guided Pathway to ISO Certification ensures businesses successfully implement ISO requirements through customized templates, guided education, and expert support. ISO Implementation Consultants | ISOP Solutions, Inc. | United states",data,English,Microsoft Excel,Customer Service,Proposals:,20 to 50,Communications,Microsoft Word,,,,,,,,30.0,"['Microsoft Word', 'Communications', 'Customer Service', 'Microsoft Excel', 'English']"
4 weeks ago,Developer Needed to Build Script to Extract Candidate  from FEC API,https://www.upwork.com/jobs/Developer-Needed-Build-Script-Extract-Candidate-span-class-highlight-Data-span-from-FEC-API_~021907785944599635677/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 4.8 out of 5.,4.8,"4.84 Stars, based on 5 feedbacks",$90K+,spent,United States,Hourly,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","Our team is looking to hire a developer to build and deliver a complete, working solution that extracts  candidate  for the 2025–2026 U.S. election cycle from the FEC’s public API.

We need a script or tool that outputs a clean, structured CSV with critical fields for analysis. You will be responsible for building, testing, and delivering the final script or tool — along with clear instructions for how we can run it internally in the future.

Please include a proposed fix price in your proposal for this project.",data,Python,API,,Proposals:,20 to 50,,,,,,,Data Scraping,,,,"['Data', 'Python', 'API']"
3 weeks ago,Scrape eventscribe app users,https://www.upwork.com/jobs/Scrape-eventscribe-app-users_~021909939848357954606/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 51 feedbacks",$10K+,spent,United States,Fixed price,Entry Level,Est. budget:,$100.00,I'm looking for a tech-savvy freelancer to extract user contact information from the EventScribe conference app. The goal is to capture publicly available  from attendees who opted into the app. Must have experience with web scraping. Quick turnaround needed.,data,Microsoft Excel,,,Proposals:,Less than 5,,,,,,,Data Scraping,Data Extraction,,,['Microsoft Excel']
4 weeks ago,Research: List of Med Spa Owners in Specific States,https://www.upwork.com/jobs/span-class-highlight-Data-span-Research-List-Med-Spa-Owners-Specific-States_~021908256122530769538/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 2 feedbacks",$1K+,spent,United States,Hourly,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are seeking a detail-oriented freelancer to compile a comprehensive list of med spa owners located in specific states. The ideal candidate will gather essential information including business names, owner names, complete mailing addresses, and owner emails (if available). The listing must contain the owner name, otherwise it is no use to us. This project requires attention to detail and a strong ability to conduct online research. I would like this completed within a week of starting. If you are skilled in  collection and organization, we'd love to hear from you.",data,Contact List,,,Proposals:,10 to 15,,,,,,,Data Mining,Data Scraping,,,"['Data', 'Contact List']"
2 weeks ago,"Populate a Sales Target list with names, emails and phone numbers",https://www.upwork.com/jobs/Populate-Sales-Target-list-with-names-emails-and-phone-numbers_~021912666922356790711/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 35 feedbacks",$30K+,spent,United States,Hourly,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","I have a list of PR ToolVendors and I need to identify the marketing manager at each vendor and populate the list with emails, names and phone numbers.  There are 250 tools and I already have about 15% of all contacts. I'm assuming someone with tools necessary to do this research will reply vs. just searching manually on LinkedIn.  I'd like a proposal to consider.",,Prospect List,List Building,Market Research,Proposals:,5 to 10,,,,,,,Data Mining,,,,"['Market Research', 'List Building', 'Prospect List']"
3 weeks ago,Deploy ML Model on AWS with Time Series CSV Training & Inference Pipeline,https://www.upwork.com/jobs/Deploy-Model-AWS-with-Time-Series-CSV-Training-Inference-Pipeline_~021911259659419564099/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.86 Stars, based on 28 feedbacks",$10K+,spent,United States,Hourly: $25.00 - $52.00,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","Project Overview:
I’m looking for an experienced AWS + Machine Learning + DevOps engineer to build a fully automated ML pipeline on AWS. The project involves loading a machine learning model (of my choice), training it on time series CSV , running inference via API, and automating infrastructure provisioning using Terraform.

Project Goals:
Infrastructure-as-Code (IaC):

Create a Terraform script to deploy all resources needed for the ML pipeline.

Support terraform apply to spin up the full pipeline and terraform destroy to tear it down.

Model Hosting:

Set up an environment using AWS (SageMaker, S3, Lambda, EC2, or appropriate combo).

Load a user-specified ML model (PyTorch, TensorFlow, etc.).

 Pipeline:

Accept time series  via CSV uploads to S3.

Trigger training pipeline automatically or via API/CLI.

Model Training:

Set up a training job (SageMaker preferred) using the uploaded CSV files.

Enable model re-training and versioning.

Inference Endpoint:

Provide a secure endpoint (API Gateway + Lambda or SageMaker endpoint) for inference on new  inputs.

Return predictions in a clean format (e.g., JSON).

Deliverables:
Terraform scripts that can:

Provision all AWS resources

Configure access roles and policies

Destroy the environment cleanly

End-to-end ML pipeline:

Model deployment

Training trigger with CSV upload

Inference via REST API

Documentation covering:

How to use Terraform scripts

Model training workflow

Inference usage (with example request/response)

Preferred Skills:
AWS (SageMaker, Lambda, S3, API Gateway, IAM, EC2)

Terraform (modules, outputs, variables, state handling)

ML Frameworks: PyTorch / TensorFlow

Python for  handling & model logic

MLOps & secure cloud practices

Time series ML experience is a bonus

What I Will Provide:
Model architecture or saved model file

Sample CSV training & inference 

Example expected outputs

Optional (Bonus Points):
Lightweight frontend to upload CSVs and view predictions

CI/CD workflow using GitHub Actions or similar

Logging & monitoring via CloudWatch",data,Python,TensorFlow,Machine Learning,Proposals:,15 to 20,Amazon Web Services,,Data,data,data,data,Data Science,,,38.5,"['Python', 'Machine Learning', 'Amazon Web Services', 'TensorFlow']"
3 weeks ago,Predictive analytics,https://www.upwork.com/jobs/Predictive-analytics_~021909296498277171340/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$31,spent,USA,Hourly: $45.00 - $75.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week",Looking for someone with  analytics experience to build a predictive model for customer job cancellations based on historical .,Data,Machine Learning,Python,Statistics,Proposals:,20 to 50,,,data,,,,Data Analysis,Data Science,,60.0,"['Python', 'Machine Learning', 'Statistics']"
last month,We are in search of 30 freelancers to offer their insights on design work.,https://www.upwork.com/jobs/are-search-freelancers-offer-their-insights-design-work_~021896583357995184675/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.92 Stars, based on 951 feedbacks",$10K+,spent,USA,Hourly,Entry Level,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are looking for individuals to review and evaluate website designs, indicating which style you prefer. No prior skills or experience are necessary. This is a simple task, and we are hiring for immediate start, with the expectation that it can be completed today.

Thank you!",,UserTesting,,,Proposals:,20 to 50,,,,,,,Data Entry,,,,['UserTesting']
2 weeks ago,Ai & Automation Consultant,https://www.upwork.com/jobs/Automation-Consultant_~021912246670250311336/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $60.00 - $80.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","Role Overview 

As an AI & Chatbot Solutions Developer, you will be the go-to expert for building and deploying intelligent conversational tools that support our clients’ customer service, internal ops, and decision-making processes. You’ll need to flex across platforms (Power Virtual Agents, Copilot Studio, Dialogflow, Rasa, etc.) and design practical, delightful solutions that make an impact. You should be as comfortable writing a prompt as you are understanding API documentation—and thrive in a fast-paced, experiment-heavy environment. 

Key Responsibilities 

50% AI/Chatbot Development 

Build and customize AI-powered chatbot solutions across various platforms based on client needs. 

Integrate chatbots with client  sources (ticketing systems, SharePoint, SQL, etc.) via APIs or ETL pipelines. 

Develop dynamic conversation flows using natural language understanding and contextual logic. 

Conduct user testing and gather feedback to improve functionality and usability. 

30% Client Enablement & Support 

Collaborate with clients to translate business use cases into technical requirements. 

Provide post-deployment support and iterate based on user insights. 

Create documentation and training resources to empower client teams to manage their bots independently. 

20% R&D & Innovation 

Stay up-to-date with advancements in AI, LLMs, and chatbot platforms—experimenting with tools like OpenAI, Azure AI, and Claude. 

Recommend emerging tools and techniques to improve outcomes for our clients. 

Participate in internal AI brainstorming sessions and pilot projects to evolve BTCS offerings. 

Qualifications 

3+ years experience building chatbots and AI tools in client-facing environments. 

Proficiency in at least one major chatbot development platform (PVA, Dialogflow, Rasa, etc.). 

Familiarity with APIs, webhooks, and back-end integrations. 

Solid understanding of prompt engineering and LLM-based solution development. 

Strong communication and problem-solving skills. 

Bonus: experience working in healthcare or real estate environments.",data,AI Development,Microsoft Power Automate,Client Management,Proposals:,15 to 20,API Integration,Artificial Intelligence,,,,,,,,70.0,"['Microsoft Power Automate', 'API Integration', 'AI Development', 'Client Management', 'Artificial Intelligence']"
4 weeks ago,Excel Expert Needed to Enhance Existing Workbook Functionality,https://www.upwork.com/jobs/Excel-Expert-Needed-Enhance-Existing-Workbook-Functionality_~021907095868306185876/?referrer_url_path=/nx/search/jobs/,,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $47.00 - $75.00,Intermediate,Est. time:,"1 to 3 months, Hours to be determined","We are seeking an Excel expert to enhance an existing complicated workbook by adding new functionalities. The ideal candidate should have a strong background in Excel, particularly in advanced formulas, macros, and  analysis. Your role will involve understanding the current structure of the workbook and implementing improvements that streamline processes and improve user experience. If you are detail-oriented and have a passion for optimizing Excel workbooks, we would love to hear from you! Meetings with the Estimating Executive would be required - Teams or Zoom would be fine. The goal is to have this project finished by the end of April.",data,Microsoft Excel,Visual Basic for Applications,,Proposals:,20 to 50,,,,,,,Data Visualization,,,61.0,"['Microsoft Excel', 'Visual Basic for Applications']"
4 weeks ago,Senior R Shiny Developer,https://www.upwork.com/jobs/Senior-Shiny-Developer_~021907993585665808516/?referrer_url_path=/nx/search/jobs/,,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $40.00 - $80.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","Title:
RShiny Developer for Health Impact Scoring MVP (Global Health x ESG Project)

Description:
We are looking for a talented RShiny Developer to help build a lightweight, interactive MVP dashboard for a pioneering Health Impact Credit (HIC) initiative, co-developed by a global nonprofit and Bayer.
The MVP will showcase a health impact scoring framework for consumer health companies—combining public health, ESG, and economic valuation. The tool will be demoed at a high-level event with stakeholders from the World Bank, Mastercard, and industry leaders.
If you're passionate about tech-for-good, global health, or sustainable finance, this is a rare opportunity to build something that could shape the future of health impact investing.

What You’ll Do:
•⁠  ⁠Build a clean, interactive RShiny app to display health impact scores and metric inputs
•⁠  ⁠Integrate pre-processed  (CSV/Excel or RDS format) into user-friendly visualizations
•⁠  ⁠Support interactive elements (e.g., filters, dynamic charts, scorecards)
•⁠  ⁠Coordinate with health economists and analysts to align the design with the methodology
•⁠  ⁠Ensure the app is publicly accessible and easy to demo (e.g., via shinyapps.io or Posit Cloud)

Ideal Skills:
•⁠  ⁠Strong R and RShiny development experience
•⁠  ⁠ visualization (ggplot2, plotly, DT tables)
•⁠  ⁠Basic UX/UI sensibility for dashboards
•⁠  ⁠Clear communication and responsiveness
•⁠  ⁠Bonus: familiarity with public health, ESG, or impact investing metrics

Project Details:
•⁠  ⁠Timeline: ~4–6 weeks (starting asap)
•⁠  ⁠Budget: (depending on experience/scope)
•⁠  ⁠Deliverable: A working MVP (hosted RShiny app + clean documented codebase)

To Apply:
Please include:
✅ A short message on why this project excites you
✅ Links to previous RShiny projects or dashboard examples
✅ Your estimated availability in April /May 2025",data,R Shiny,,,Proposals:,5 to 10,,,Data,,,,,,,60.0,['R Shiny']
last month,Administrative Assistant for Project Support,https://www.upwork.com/jobs/Administrative-Assistant-for-Project-Support_~021903835479833800987/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Fixed price,Entry Level,Est. budget:,$500.00,"We are looking for a detail-oriented administrative assistant to provide support for an upcoming project. The ideal candidate will assist with scheduling,  entry, and general organization tasks. You should be proficient in administrative tools and possess strong communication skills to coordinate effectively with team members. This role is essential for keeping our project on track and ensuring all administrative tasks are handled efficiently. Every potential candidate are required to attach their RESUME with their proposal",data,Administrative Support,Communications,Virtual Assistance,Proposals:,20 to 50,Email Communication,,,,,,Data Entry,,,,"['Email Communication', 'Communications', 'Administrative Support', 'Virtual Assistance']"
2 weeks ago,Google Sheets Expert needed to help format spreadsheet  efficiently,https://www.upwork.com/jobs/Google-Sheets-Expert-needed-help-format-spreadsheet-span-class-highlight-data-span-efficiently_~021913288710257455429/?referrer_url_path=/nx/search/jobs/,data,Payment verified,Rating is 4.8 out of 5.,4.8,"4.75 Stars, based on 35 feedbacks",$20K+,spent,United States,Hourly: $80.00 - $120.00,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","Need help formatting our GTM  correctly and efficiently in google sheets. 

Will need ongoing support as needed! 

Looking for help now/today.",data,Google Sheets,Spreadsheet Software,,Proposals:,10 to 15,,,,,,,,,,100.0,"['Google Sheets', 'Spreadsheet Software', 'data']"
last month,Automotive Research Analyst,https://www.upwork.com/jobs/Automotive-Research-Analyst_~021902824994313824442/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.95 Stars, based on 24 feedbacks",$100K+,spent,United States,Hourly: $30.00 - $65.00,Intermediate,Est. time:,"More than 6 months, Less than 30 hrs/week","The Automotive Research Analyst will perform automotive market research and analyze our proprietary market  to identify industry trends and insights. As a Automotive Research Analyst, you will work closely with our content teams, analyzing our current product menu to make recommendations for enhancement and revenue growth.  

Duties/Responsibilities:  

Develop insights that serve our audiences’ current and future needs 

Publish research on our content platform

Analyze  to develop new insights and deliverables 

Assist in  product strategy


Required Skills/Abilities:   

Proven work experience as an analyst 

Proficiency in  analysis 

Product development experience a plus

Strong Communication skills",data,Market Research,Project Management,Market Trends,Proposals:,10 to 15,Industry Knowledge,Market Analysis,data,data,data,,Data Analysis,,+1,47.5,"['Industry Knowledge', 'Project Management', 'Market Analysis', 'Market Research', '+1', 'Market Trends']"
3 weeks ago,AI Automation Freelancer for Real Estate Lead Qualification System,https://www.upwork.com/jobs/Automation-Freelancer-for-Real-Estate-Lead-Qualification-System_~021910065941337424942/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","Please include the word ""aubergine"" at the start of your reply...

Seeking a skilled AI automation freelancer to develop and implement a fully automated lead qualification and nurturing system for a real estate client. The goal is to build a system that efficiently processes inbound leads from various online sources, uses AI to qualify them based on predefined criteria (identifying buyer vs. seller intent and key information), and nurtures them through automated communication until they are fully qualified and ready for direct engagement with the realtor.

This project requires expertise in integrating AI and automation tools (like n8n) to streamline lead flow, automate communication, and deliver high-quality, qualified leads.

Responsibilities:
•	Design and build an end-to-end AI-powered lead qualification and nurturing workflow.
•	Integrate with multiple lead sources, including but not limited to: 
o	Email platforms
o	Website forms and contact points
o	Social media channels (Facebook, Instagram, LinkedIn)
o	CRM systems (e.g., Zillow, Realtor.com integrations)
o	SMS/Text messaging services (implementation details to be discussed)
o	Potential website chatbot integration
•	Program AI logic to: 
o	Distinguish between buyer and seller leads.
o	Apply a predefined qualification checklist for each lead type (e.g., budget, property preferences for buyers; property details for sellers).
o	Dynamically generate and send follow-up questions via appropriate communication channels (email, SMS, potentially social media DMs).
o	Implement automated follow-up sequences based on lead engagement.
o	Accurately determine when a lead meets all qualification criteria.
•	Configure a system for delivering fully qualified leads to the client, which may include: 
o	Real-time notifications (e.g., SMS, email).
o	Direct integration with the client's CRM.
o	Optional integration with a calendar system for automated appointment booking (phone calls, consultations).
•	Utilize a robust automation platform like n8n (highly preferred, as it aligns with the client's understanding of potential solutions) or demonstrate strong proficiency with alternative suitable platforms (e.g., Zapier, Make/Integromat).
•	Provide clear documentation of the developed system for future reference.

Skills and Experience:
•	Proven track record as a freelancer in developing AI-driven automation solutions.
•	Strong understanding of AI/ML principles relevant to lead qualification and natural language processing.
•	Hands-on experience with automation platforms (n8n is a significant plus).
•	Demonstrated ability to integrate with various APIs and web services.
•	Proficiency in relevant programming languages (e.g., JavaScript for n8n).
•	Experience in designing efficient  workflows and automation logic.
•	Excellent communication and collaboration skills.
•	Ability to work independently and manage project timelines effectively.
•	Prior experience with real estate lead management or similar qualification processes is an advantage.
Project Deliverables:
•	A fully functional and tested AI-powered lead qualification and nurturing system.
•	Successful integration with all specified lead sources and client platforms.
•	A reliable mechanism for delivering qualified leads to the client (and optional calendar integration).
•	Comprehensive documentation of the system setup and operation.

Please submit a proposal that includes:
•	Your relevant experience with AI automation projects, particularly those involving lead qualification or similar workflows.
•	Your preferred automation platform(s) and your level of expertise with each.
•	Your proposed approach to building this system, including any initial ideas or considerations.
•	Your estimated timeline and cost for completing this project.
•	Examples or a portfolio of your previous relevant work.

Looking for a proactive and results-oriented freelancer who can deliver a high-quality, efficient lead qualification solution.",data,Appointment Setting,Lead Generation,Lead Nurturing,Proposals:,10 to 15,Real Estate,n8n,,,,,,,,,"['Real Estate', 'Appointment Setting', 'Lead Generation', 'Lead Nurturing', 'n8n']"
